id,tipoID,login,relacionU
8996929697,CARNET_U,jsuttle0-_.,ESTUDIANTE
5597502255,CEDULA,bzarfat1-_.,PROFESOR
9348881728,CARNET_U,holiphant2-_.,ESTUDIANTE
4064590813,CARNET_U,knutt3-_.,PROFESOR
5258857859,CEDULA,rratchford4-_.,PROFESOR
7621155779,PASAPORTE,totuohy5-_.,ESTUDIANTE
4937428837,CEDULA,vbyneth6-_.,PROFESOR
2102202798,PASAPORTE,wreadmire7-_.,TRABAJADOR
3126639305,CEDULA,ccowin8-_.,TRABAJADOR
7207217870,PASAPORTE,eohanvey9-_.,ESTUDIANTE
8046516651,PASAPORTE,sludovicia-_.,TRABAJADOR
2195497602,CARNET_U,cheyballb-_.,TRABAJADOR
1492483745,PASAPORTE,mwallsamc-_.,PROFESOR
7902458201,CEDULA,cpuncherd-_.,PROFESOR
4774010790,PASAPORTE,ddwellye-_.,TRABAJADOR
4884404726,CARNET_U,caspinalf-_.,TRABAJADOR
0081979703,CEDULA,snewlandg-_.,TRABAJADOR
4339520926,PASAPORTE,mdarteh-_.,PROFESOR
7857376000,CARNET_U,hmacfalli-_.,ESTUDIANTE
9120250428,CEDULA,ccattelj-_.,ESTUDIANTE
2676727427,PASAPORTE,nmcbeithk-_.,TRABAJADOR
8339984691,CARNET_U,cclipsonl-_.,PROFESOR
1075018528,PASAPORTE,bcoggerm-_.,TRABAJADOR
7411660965,CEDULA,dweedenburgn-_.,TRABAJADOR
4522447825,PASAPORTE,jlodoo-_.,ESTUDIANTE
2249694125,CARNET_U,kpiserp-_.,TRABAJADOR
4512723099,PASAPORTE,hklehnq-_.,PROFESOR
7076969203,PASAPORTE,ekamiyamar-_.,TRABAJADOR
0454247907,PASAPORTE,hbalkwills-_.,TRABAJADOR
9512758431,CARNET_U,tbaxt-_.,TRABAJADOR
1363838660,CARNET_U,hdenshamu-_.,ESTUDIANTE
8714025523,CEDULA,igoldupv-_.,ESTUDIANTE
6446138237,CARNET_U,lkabischw-_.,TRABAJADOR
5375695839,PASAPORTE,ygiraultx-_.,ESTUDIANTE
2045291693,PASAPORTE,mpottery-_.,TRABAJADOR
6916452064,PASAPORTE,billesleyz-_.,TRABAJADOR
1359552987,CARNET_U,yormiston10-_.,TRABAJADOR
2010697421,PASAPORTE,nmacparlan11-_.,TRABAJADOR
0923740759,CARNET_U,stheyer12-_.,PROFESOR
3827925789,PASAPORTE,afinders13-_.,TRABAJADOR
6457865992,CEDULA,awolford14-_.,PROFESOR
7301161034,CEDULA,jgubbins15-_.,PROFESOR
6890599578,PASAPORTE,afarrington16-_.,ESTUDIANTE
0808079581,PASAPORTE,pbridgett17-_.,PROFESOR
9865920816,CARNET_U,bbroe18-_.,TRABAJADOR
0882453637,CEDULA,ehanaby19-_.,TRABAJADOR
7683324752,PASAPORTE,iwaslin1a-_.,PROFESOR
0218516088,PASAPORTE,sheaslip1b-_.,ESTUDIANTE
5285440610,CEDULA,aiddins1c-_.,TRABAJADOR
6586428092,CARNET_U,bmarchetti1d-_.,TRABAJADOR
4271873616,PASAPORTE,ccuddehay1e-_.,PROFESOR
3903306428,CARNET_U,glasselle1f-_.,PROFESOR
7795442412,CARNET_U,dyoules1g-_.,PROFESOR
9934983974,CEDULA,sgrewer1h-_.,ESTUDIANTE
1125536799,CEDULA,npinwill1i-_.,ESTUDIANTE
8859273293,PASAPORTE,jmccaughran1j-_.,PROFESOR
6679664454,PASAPORTE,hdowse1k-_.,PROFESOR
8029092563,CARNET_U,mturneaux1l-_.,PROFESOR
4325928863,PASAPORTE,lwarrack1m-_.,TRABAJADOR
7450561867,CEDULA,vhoulson1n-_.,ESTUDIANTE
0912710853,CARNET_U,paston1o-_.,TRABAJADOR
7438202607,PASAPORTE,owillatts1p-_.,PROFESOR
1555760600,CEDULA,nlukes1q-_.,TRABAJADOR
8387928712,CARNET_U,jbowland1r-_.,PROFESOR
3666498027,CARNET_U,mavramovich1s-_.,TRABAJADOR
1884357660,CARNET_U,kbarhims1t-_.,TRABAJADOR
6597078756,PASAPORTE,ppache1u-_.,PROFESOR
3669508074,CEDULA,sgilleson1v-_.,TRABAJADOR
7132039407,PASAPORTE,rbrotheridge1w-_.,PROFESOR
7647636146,PASAPORTE,elyndon1x-_.,ESTUDIANTE
5395113398,PASAPORTE,fsweeten1y-_.,TRABAJADOR
9768726024,PASAPORTE,swhitmarsh1z-_.,TRABAJADOR
8177773259,CEDULA,tcohan20-_.,PROFESOR
2718557044,PASAPORTE,ltieman21-_.,ESTUDIANTE
4877558659,CARNET_U,cbranscomb22-_.,TRABAJADOR
2280671549,CARNET_U,hmaccurtain23-_.,PROFESOR
0276941292,PASAPORTE,smcginnis24-_.,TRABAJADOR
2702819354,CEDULA,amattheissen25-_.,ESTUDIANTE
7583348919,CARNET_U,pdanslow26-_.,ESTUDIANTE
2457765668,CARNET_U,bhattigan27-_.,PROFESOR
4728177726,CARNET_U,aseywood28-_.,TRABAJADOR
5260509781,PASAPORTE,ayeo29-_.,PROFESOR
3433205116,PASAPORTE,ypinckney2a-_.,TRABAJADOR
0792861582,CARNET_U,toldey2b-_.,TRABAJADOR
4443482423,PASAPORTE,lvasyukhnov2c-_.,PROFESOR
2569978868,CARNET_U,dbabb2d-_.,TRABAJADOR
1618532022,PASAPORTE,equoit2e-_.,ESTUDIANTE
8897800122,CARNET_U,dhrycek2f-_.,PROFESOR
0137446705,PASAPORTE,jbrome2g-_.,TRABAJADOR
3475658720,CEDULA,mmicklewright2h-_.,TRABAJADOR
7040666383,CARNET_U,lsabbatier2i-_.,ESTUDIANTE
2406058387,CEDULA,rmiles2j-_.,ESTUDIANTE
6781017101,CEDULA,icoggan2k-_.,TRABAJADOR
5065907374,CARNET_U,cwhitehurst2l-_.,TRABAJADOR
7804692390,CARNET_U,abernardt2m-_.,ESTUDIANTE
9798204972,PASAPORTE,ijeffcock2n-_.,TRABAJADOR
4403103766,CARNET_U,jgoggins2o-_.,TRABAJADOR
6202710543,PASAPORTE,todonoghue2p-_.,PROFESOR
2001926138,CARNET_U,akeppin2q-_.,PROFESOR
3805431880,CARNET_U,vbromidge2r-_.,ESTUDIANTE
8280960635,CARNET_U,kscandrett2s-_.,PROFESOR
9905000232,CEDULA,srosie2t-_.,TRABAJADOR
3611559040,PASAPORTE,rhundal2u-_.,TRABAJADOR
4114548335,PASAPORTE,dnewland2v-_.,ESTUDIANTE
5467495925,CEDULA,tmarusic2w-_.,PROFESOR
7626587057,CEDULA,mnewman2x-_.,PROFESOR
1151599301,CARNET_U,eeglise2y-_.,PROFESOR
1326900218,CEDULA,mosculley2z-_.,TRABAJADOR
7021198450,PASAPORTE,fkupker30-_.,TRABAJADOR
0588059145,CARNET_U,hfoffano31-_.,PROFESOR
7561607504,CARNET_U,sdupre32-_.,PROFESOR
6270144426,PASAPORTE,cleachman33-_.,PROFESOR
3888286654,CEDULA,aduckering34-_.,TRABAJADOR
1174523298,PASAPORTE,wklaassens35-_.,PROFESOR
3866378653,PASAPORTE,islarke36-_.,TRABAJADOR
9500990008,CARNET_U,mkeach37-_.,ESTUDIANTE
8593904831,CARNET_U,tberends38-_.,TRABAJADOR
7001771406,CEDULA,cquirke39-_.,ESTUDIANTE
7310028635,CARNET_U,scarlan3a-_.,TRABAJADOR
8453630828,PASAPORTE,ltrenouth3b-_.,ESTUDIANTE
0108314111,CARNET_U,umccleod3c-_.,PROFESOR
2101959488,CARNET_U,lrathke3d-_.,ESTUDIANTE
1461172101,PASAPORTE,cskurm3e-_.,ESTUDIANTE
9055171506,CEDULA,bpepis3f-_.,PROFESOR
2423766556,CEDULA,cisaaksohn3g-_.,ESTUDIANTE
3208028601,CARNET_U,bcunde3h-_.,PROFESOR
7428011957,CARNET_U,cbuffham3i-_.,TRABAJADOR
7719020820,CEDULA,nroch3j-_.,TRABAJADOR
8760660325,CEDULA,rpounsett3k-_.,TRABAJADOR
1851310894,CEDULA,ntandey3l-_.,PROFESOR
3478732018,CEDULA,mjoist3m-_.,PROFESOR
0592132358,CEDULA,ashapero3n-_.,ESTUDIANTE
9887844101,CEDULA,ahumpatch3o-_.,PROFESOR
9927397992,CARNET_U,trivers3p-_.,ESTUDIANTE
2363288831,CARNET_U,rrought3q-_.,ESTUDIANTE
9459189067,PASAPORTE,icranmere3r-_.,PROFESOR
8943916671,CARNET_U,esearston3s-_.,ESTUDIANTE
9475681019,PASAPORTE,rmcowan3t-_.,PROFESOR
