id,tipoID,login,relacionU
5999125324,PASAPORTE,edumper0-,TRABAJADOR
3579149857,CEDULA,hfoulsham1-,ESTUDIANTE
8008569263,PASAPORTE,lgissing2-,PROFESOR
7405122701,CARNET_U,mcaen3-,TRABAJADOR
1961992914,PASAPORTE,tvasilischev4-,TRABAJADOR
3001318635,CEDULA,fwerner5-,TRABAJADOR
8506570301,CARNET_U,ewaghorne6-,PROFESOR
3383083187,CEDULA,nhurn7-,TRABAJADOR
1005759065,PASAPORTE,speers8-,ESTUDIANTE
9934610019,CEDULA,lpethrick9-,PROFESOR
7801220730,CARNET_U,wabramsona-,ESTUDIANTE
2322499722,CEDULA,gconachieb-,ESTUDIANTE
0701433469,PASAPORTE,ibaxsterc-,ESTUDIANTE
6721108038,PASAPORTE,pchristerd-,PROFESOR
0640578837,PASAPORTE,jvanrosse-,ESTUDIANTE
9025514219,CARNET_U,mcartlidgef-,PROFESOR
5095747480,PASAPORTE,dhetterichg-,ESTUDIANTE
8605209186,PASAPORTE,ablesth-,PROFESOR
8548028394,CARNET_U,nbaxandalli-,ESTUDIANTE
4341479881,CEDULA,brookej-,PROFESOR
5095575760,CEDULA,tcotelardk-,ESTUDIANTE
7301488211,CEDULA,gbordmanl-,PROFESOR
5172494944,PASAPORTE,smunnm-,TRABAJADOR
5479619764,CARNET_U,olefleyn-,TRABAJADOR
8514969978,CEDULA,rkedwello-,TRABAJADOR
4838945736,CEDULA,ahaylettp-,PROFESOR
0807465542,PASAPORTE,egearyq-,ESTUDIANTE
2046937872,CARNET_U,battridger-,PROFESOR
2843884683,PASAPORTE,cduhigs-,ESTUDIANTE
7348719228,PASAPORTE,glomasneyt-,PROFESOR
9689785362,CARNET_U,trapinu-,PROFESOR
1776734300,PASAPORTE,cgeldeardv-,TRABAJADOR
3173446267,PASAPORTE,alehmannw-,ESTUDIANTE
5825013016,CARNET_U,jteffreyx-,ESTUDIANTE
0974111716,CEDULA,tgoodiery-,PROFESOR
8526092138,CEDULA,csalackz-,TRABAJADOR
6888942600,CEDULA,vblodget10-,ESTUDIANTE
3405047358,PASAPORTE,syaakov11-,PROFESOR
0429810156,CEDULA,dstainson12-,ESTUDIANTE
0301288313,PASAPORTE,riggo13-,ESTUDIANTE
1035392771,CEDULA,amellers14-,TRABAJADOR
4673512944,CEDULA,mreddel15-,TRABAJADOR
9205334642,PASAPORTE,ccastagnier16-,ESTUDIANTE
3840533651,CEDULA,jceaplen17-,TRABAJADOR
0362360170,CARNET_U,jbrayshay18-,ESTUDIANTE
3839798078,PASAPORTE,srennocks19-,ESTUDIANTE
6762985408,CEDULA,hpietruschka1a-,TRABAJADOR
8515999102,CEDULA,sskewes1b-,ESTUDIANTE
9901663180,PASAPORTE,lbigglestone1c-,PROFESOR
0648202887,CARNET_U,cbrekonridge1d-,PROFESOR
4607856800,PASAPORTE,rgoane1e-,TRABAJADOR
5214982461,CARNET_U,mmitchelhill1f-,ESTUDIANTE
4133921453,PASAPORTE,ecopnar1g-,TRABAJADOR
5172065156,CEDULA,bgaythorpe1h-,PROFESOR
0444861890,CEDULA,pdiruggiero1i-,PROFESOR
3256217508,PASAPORTE,randreoletti1j-,PROFESOR
8692206210,CEDULA,lurwin1k-,TRABAJADOR
4596792917,PASAPORTE,fewols1l-,PROFESOR
6173692554,CEDULA,rpercival1m-,PROFESOR
6189633811,CARNET_U,lcorton1n-,ESTUDIANTE
3572997488,PASAPORTE,clewsey1o-,PROFESOR
3885664194,PASAPORTE,fbirbeck1p-,ESTUDIANTE
0549061983,CARNET_U,lhynard1q-,ESTUDIANTE
0407096507,CEDULA,gmacailine1r-,PROFESOR
6064388242,CEDULA,cmattiazzi1s-,ESTUDIANTE
3066136264,CEDULA,selgar1t-,ESTUDIANTE
3127200722,CEDULA,mdanbrook1u-,PROFESOR
6775107757,CEDULA,bbullen1v-,PROFESOR
8216048807,CEDULA,mmatthieson1w-,TRABAJADOR
7216737873,PASAPORTE,ldoige1x-,TRABAJADOR
8237700732,PASAPORTE,tcundict1y-,ESTUDIANTE
7085025778,CARNET_U,abenedicto1z-,TRABAJADOR
8156014863,CEDULA,chauger20-,ESTUDIANTE
5634059402,CEDULA,squittonden21-,TRABAJADOR
3456851537,PASAPORTE,ghaskew22-,ESTUDIANTE
6602514040,CEDULA,lbradmore23-,TRABAJADOR
2506841962,CARNET_U,bphilippart24-,ESTUDIANTE
8005063938,CARNET_U,bgreenway25-,ESTUDIANTE
3133507044,CARNET_U,jyorke26-,TRABAJADOR
1754778593,CEDULA,vcavet27-,ESTUDIANTE
5207123858,CARNET_U,aorteu28-,PROFESOR
9221729117,PASAPORTE,mmcclements29-,PROFESOR
0680064176,CARNET_U,shaggerston2a-,TRABAJADOR
2503260489,CARNET_U,gpersent2b-,TRABAJADOR
1804888613,CARNET_U,cfullom2c-,PROFESOR
9418468506,CEDULA,akleis2d-,TRABAJADOR
1255046945,CARNET_U,ahinstock2e-,TRABAJADOR
7005790065,CARNET_U,svoaden2f-,ESTUDIANTE
7492464851,CARNET_U,hslides2g-,ESTUDIANTE
1794075550,CEDULA,snarracott2h-,PROFESOR
2801774863,CARNET_U,rmcevay2i-,ESTUDIANTE
7916028956,CARNET_U,lmactague2j-,PROFESOR
4202779304,CEDULA,jpiell2k-,TRABAJADOR
1927831342,PASAPORTE,ejorger2l-,PROFESOR
