id,tipoID,login,relacionU
4091739857,CARNET_U,aerley0,PROFESOR
0623387522,CARNET_U,adudding1,PROFESOR
9955647442,CARNET_U,jlovelady2,PROFESOR
2962180205,PASAPORTE,cchristley3,ESTUDIANTE
2721274279,PASAPORTE,asmallpiece4,ESTUDIANTE
2185996541,CARNET_U,awintour5,ESTUDIANTE
6692463556,PASAPORTE,emaslen6,ESTUDIANTE
9749846575,PASAPORTE,qsurman7,TRABAJADOR
7531053934,CARNET_U,cjakobsson8,PROFESOR
0028803205,CARNET_U,corneblow9,PROFESOR
2312333902,CEDULA,amcdonella,PROFESOR
6343863753,PASAPORTE,knorthleyb,ESTUDIANTE
4461526518,CEDULA,jreapec,TRABAJADOR
0026094827,PASAPORTE,gkiddeyd,TRABAJADOR
4846627012,CARNET_U,aharrimane,ESTUDIANTE
4650134765,PASAPORTE,ascreatonf,PROFESOR
1178752380,PASAPORTE,hpetleyg,PROFESOR
2457297389,CEDULA,mwalbridgeh,TRABAJADOR
1936187574,PASAPORTE,ggeorgii,TRABAJADOR
1329182219,CEDULA,dfloryj,ESTUDIANTE
7933118623,CEDULA,ohandsheartk,PROFESOR
1985312832,CARNET_U,apietznerl,TRABAJADOR
5442824240,CARNET_U,ggoshawkm,TRABAJADOR
4648899490,CARNET_U,lstanwayn,PROFESOR
7675359704,CEDULA,tgoveo,ESTUDIANTE
2905567953,CARNET_U,kmckerleyp,PROFESOR
8260336197,CEDULA,gpostanceq,TRABAJADOR
7606248036,CEDULA,gtimebyr,ESTUDIANTE
0764930788,PASAPORTE,aewensons,PROFESOR
4693365033,PASAPORTE,arosellit,ESTUDIANTE
3804874061,CARNET_U,rbleakmanu,TRABAJADOR
0604214278,CARNET_U,jdivinyv,ESTUDIANTE
6526231438,PASAPORTE,rvooghtw,PROFESOR
1892153742,CARNET_U,bpesterfieldx,PROFESOR
8035060139,CARNET_U,ddewberryy,PROFESOR
2862554774,CEDULA,lmacilriachz,PROFESOR
1134310048,CEDULA,lbein10,TRABAJADOR
5545939334,PASAPORTE,mrenvoys11,PROFESOR
5604577383,CEDULA,pbagley12,PROFESOR
6764733716,PASAPORTE,gmerkel13,PROFESOR
3673424017,CEDULA,jbelly14,TRABAJADOR
3581898047,PASAPORTE,msalzen15,PROFESOR
1701812983,PASAPORTE,relner16,ESTUDIANTE
0907353924,CEDULA,tpettyfar17,ESTUDIANTE
3681648808,PASAPORTE,lslowgrove18,ESTUDIANTE
3829488807,PASAPORTE,kmallabon19,ESTUDIANTE
9518134413,PASAPORTE,mtabram1a,TRABAJADOR
0697235521,CEDULA,ifauning1b,ESTUDIANTE
6919734796,CARNET_U,jhattiff1c,ESTUDIANTE
2371898988,CEDULA,bhaug1d,ESTUDIANTE
6652323737,CARNET_U,bbostick1e,PROFESOR
3018738195,CARNET_U,rmcskeagan1f,PROFESOR
8328594498,PASAPORTE,nmayoh1g,TRABAJADOR
6491957845,PASAPORTE,gkemmis1h,TRABAJADOR
0200922084,CEDULA,mmccosker1i,TRABAJADOR
4437046250,PASAPORTE,cfarnish1j,TRABAJADOR
6141209238,CEDULA,rdumberrill1k,TRABAJADOR
1278304908,CEDULA,bbritton1l,PROFESOR
7160836332,CARNET_U,aiscowitz1m,ESTUDIANTE
1485213096,CARNET_U,tderrington1n,ESTUDIANTE
8486930650,PASAPORTE,bandrosik1o,TRABAJADOR
6982421368,PASAPORTE,tclapperton1p,TRABAJADOR
3029890163,PASAPORTE,eradden1q,ESTUDIANTE
8213265858,PASAPORTE,erillstone1r,TRABAJADOR
4330656426,CARNET_U,bmontford1s,PROFESOR
9464925108,PASAPORTE,tluigi1t,PROFESOR
4785103191,CEDULA,ljecock1u,ESTUDIANTE
7358237544,PASAPORTE,rsnoxall1v,ESTUDIANTE
6535395081,CEDULA,smacaleese1w,TRABAJADOR
3457280398,PASAPORTE,dstrode1x,PROFESOR
2202112065,CARNET_U,astainer1y,TRABAJADOR
7721750962,CARNET_U,fbousfield1z,PROFESOR
0158540980,CARNET_U,jespley20,PROFESOR
4640484984,CEDULA,wcinnamond21,ESTUDIANTE
0209348771,PASAPORTE,ebendell22,PROFESOR
5736541955,CARNET_U,tgodfery23,ESTUDIANTE
5929737959,PASAPORTE,oloosely24,PROFESOR
8231851356,PASAPORTE,aganderton25,ESTUDIANTE
5793308911,CARNET_U,bwashbrook26,TRABAJADOR
2014615667,PASAPORTE,oskain27,TRABAJADOR
0606941355,CARNET_U,kpooley28,TRABAJADOR
9926627447,CARNET_U,gmckane29,PROFESOR
0919304265,PASAPORTE,charyngton2a,ESTUDIANTE
6091875744,CEDULA,mgeekin2b,PROFESOR
0183647564,CARNET_U,dskone2c,ESTUDIANTE
4833636085,PASAPORTE,fpaumier2d,TRABAJADOR
4344685180,CARNET_U,mjacquot2e,PROFESOR
2335036572,CARNET_U,dsaur2f,ESTUDIANTE
3452878864,CEDULA,rheigl2g,ESTUDIANTE
1068709332,CEDULA,kdillet2h,TRABAJADOR
5237082106,PASAPORTE,lganders2i,ESTUDIANTE
5589468566,CARNET_U,bgiacobo2j,TRABAJADOR
6022903785,PASAPORTE,kligoe2k,ESTUDIANTE
0806272848,PASAPORTE,bmanjin2l,ESTUDIANTE
9670547938,CARNET_U,czieme2m,ESTUDIANTE
0921080387,CARNET_U,wdast2n,TRABAJADOR
1743817304,CEDULA,breitenbach2o,PROFESOR
0127928413,CARNET_U,labrahami2p,ESTUDIANTE
6836608211,CEDULA,lsimonelli2q,PROFESOR
3329165820,CEDULA,rtupper2r,PROFESOR
0198117310,CARNET_U,aventum2s,ESTUDIANTE
8589683117,CARNET_U,omartellini2t,ESTUDIANTE
8888631909,CARNET_U,sblencowe2u,PROFESOR
7301041772,CARNET_U,scoite2v,TRABAJADOR
5319101481,CEDULA,ahoulaghan2w,ESTUDIANTE
5272041542,CARNET_U,kreilly2x,TRABAJADOR
5972797801,PASAPORTE,tdavidou2y,TRABAJADOR
9058871096,CARNET_U,bfeatherstonhaugh2z,ESTUDIANTE
4131361043,CARNET_U,eyakov30,TRABAJADOR
5469435423,CEDULA,hgreenfield31,ESTUDIANTE
9792841962,CARNET_U,scookney32,TRABAJADOR
4586150025,PASAPORTE,aklimochkin33,TRABAJADOR
8905806279,CEDULA,mgrout34,ESTUDIANTE
1087611989,CEDULA,llehrer35,TRABAJADOR
2873465247,PASAPORTE,myacobsohn36,ESTUDIANTE
4651102069,CARNET_U,ahegges37,TRABAJADOR
2379664854,CARNET_U,sdrohane38,TRABAJADOR
7776571377,CARNET_U,cmckinnon39,ESTUDIANTE
4436869903,PASAPORTE,kharcase3a,ESTUDIANTE
3368054678,CEDULA,somonahan3b,ESTUDIANTE
2688847260,PASAPORTE,teixenberger3c,TRABAJADOR
4036565400,CEDULA,avockings3d,ESTUDIANTE
3521503321,CEDULA,jterrill3e,TRABAJADOR
9377232627,CARNET_U,hpeckett3f,ESTUDIANTE
7751074337,PASAPORTE,ghubbocks3g,PROFESOR
0929101804,CEDULA,wtoffolo3h,TRABAJADOR
3163126553,CEDULA,bgeibel3i,ESTUDIANTE
0030939895,CEDULA,gfitkin3j,PROFESOR
1871710804,CARNET_U,mtrousdale3k,ESTUDIANTE
3824755874,CEDULA,yhuntley3l,TRABAJADOR
7277572971,CEDULA,sdomingues3m,TRABAJADOR
8177585428,CARNET_U,ddeeks3n,PROFESOR
8128272233,CEDULA,gcorragan3o,ESTUDIANTE
1686353227,PASAPORTE,tdrains3p,TRABAJADOR
6440773682,CARNET_U,mgavaran3q,PROFESOR
3587909520,CARNET_U,hsemour3r,PROFESOR
6658371318,CARNET_U,bhadwen3s,TRABAJADOR
4414306132,PASAPORTE,gfrancescozzi3t,PROFESOR
1528073851,CARNET_U,tculkin3u,PROFESOR
6583188813,PASAPORTE,ehearthfield3v,ESTUDIANTE
5304972309,PASAPORTE,kpiggen3w,PROFESOR
6013515158,CEDULA,ggiven3x,ESTUDIANTE
6678908104,PASAPORTE,rblann3y,TRABAJADOR
2389583679,CARNET_U,rkennedy3z,ESTUDIANTE
6584249034,CEDULA,emicheau40,PROFESOR
0602899990,CEDULA,gdipietro41,ESTUDIANTE
3176802617,CARNET_U,ldurbann42,ESTUDIANTE
7646619175,CARNET_U,dbernardelli43,TRABAJADOR
9524505495,CARNET_U,krice44,ESTUDIANTE
3820630716,PASAPORTE,bbridgewood45,TRABAJADOR
7295584714,CEDULA,ddabourne46,PROFESOR
3519272962,CEDULA,zknowlton47,TRABAJADOR
9086029906,CARNET_U,agurden48,ESTUDIANTE
0860130355,CARNET_U,rcourtes49,TRABAJADOR
1588460827,CEDULA,tsagg4a,ESTUDIANTE
5120175694,CARNET_U,mohannen4b,TRABAJADOR
5661725051,PASAPORTE,sreddle4c,TRABAJADOR
9846233515,PASAPORTE,scommander4d,ESTUDIANTE
6104226701,CEDULA,nshea4e,ESTUDIANTE
