id,tipoID,login,relacionU
8103491136,PASAPORTE,_-apetrushka0,PROFESOR
8035050532,CARNET_U,_-dlightfoot1,PROFESOR
8172628102,PASAPORTE,_-cgracey2,PROFESOR
9848321314,CARNET_U,_-dgordongiles3,PROFESOR
3227818035,CEDULA,_-lcullotey4,ESTUDIANTE
6237710043,CEDULA,_-lfeighney5,ESTUDIANTE
6035619452,CEDULA,_-hdumini6,PROFESOR
8016440592,CEDULA,_-caimable7,ESTUDIANTE
2176010299,CARNET_U,_-hcasserly8,PROFESOR
0044819552,CEDULA,_-amuncaster9,ESTUDIANTE
3029784258,CEDULA,_-cbrinsona,ESTUDIANTE
2019332469,CARNET_U,_-rhrishanokb,PROFESOR
7184725670,CEDULA,_-xpauncefortc,ESTUDIANTE
8285496597,CARNET_U,_-nvyvyand,ESTUDIANTE
5409807065,CARNET_U,_-qbondse,PROFESOR
0487482832,CEDULA,_-myankishinf,TRABAJADOR
6130778686,CARNET_U,_-mdashkovichg,TRABAJADOR
9764243800,CARNET_U,_-abrosnanh,PROFESOR
3741889660,CARNET_U,_-wantonomoliii,TRABAJADOR
3527969721,PASAPORTE,_-dguionj,PROFESOR
3778218964,CEDULA,_-gmidgleyk,PROFESOR
4716565602,CEDULA,_-pmawdittl,ESTUDIANTE
6233389429,PASAPORTE,_-korhtm,ESTUDIANTE
9874398787,PASAPORTE,_-wmacteaguen,TRABAJADOR
8774963848,PASAPORTE,_-sstepneyo,ESTUDIANTE
2002415412,CARNET_U,_-gjammetp,PROFESOR
4361845565,CARNET_U,_-bdalstonq,PROFESOR
9625017461,CEDULA,_-lpughr,TRABAJADOR
1027473210,CEDULA,_-tdonohues,PROFESOR
3704261521,CARNET_U,_-pdomerqt,ESTUDIANTE
0708672493,PASAPORTE,_-zfrillu,TRABAJADOR
0441702341,PASAPORTE,_-cocannonv,TRABAJADOR
0809756684,CEDULA,_-jdoerrenw,PROFESOR
7856056428,CEDULA,_-bmccuffiex,TRABAJADOR
3962965599,CARNET_U,_-droughsedgey,ESTUDIANTE
4985066516,PASAPORTE,_-jlivockz,TRABAJADOR
0010243755,CEDULA,_-ldible10,TRABAJADOR
0169635198,CARNET_U,_-bquennell11,TRABAJADOR
5846580912,PASAPORTE,_-ddrinkhall12,ESTUDIANTE
8159326084,CARNET_U,_-leglinton13,PROFESOR
7080598826,CARNET_U,_-apoland14,TRABAJADOR
7630790775,PASAPORTE,_-anavarijo15,PROFESOR
7715755796,CEDULA,_-dleyband16,PROFESOR
7985937986,CARNET_U,_-amarrian17,PROFESOR
9670254388,CARNET_U,_-kbeall18,TRABAJADOR
5740858569,CARNET_U,_-spedder19,TRABAJADOR
9540356768,PASAPORTE,_-zsprowles1a,PROFESOR
1656471779,CEDULA,_-aohanvey1b,PROFESOR
4292423458,PASAPORTE,_-sbockett1c,TRABAJADOR
4046061804,CARNET_U,_-rborell1d,PROFESOR
7438938867,CEDULA,_-dmarran1e,PROFESOR
9596031600,CARNET_U,_-fgouck1f,TRABAJADOR
1160442924,PASAPORTE,_-dekell1g,PROFESOR
2795450739,CARNET_U,_-fburnsides1h,PROFESOR
4515211471,PASAPORTE,_-jforrester1i,ESTUDIANTE
4998454188,CARNET_U,_-asamwayes1j,PROFESOR
5367369022,CEDULA,_-mivanchin1k,ESTUDIANTE
4418139915,CARNET_U,_-dgohier1l,TRABAJADOR
3749840857,CARNET_U,_-djakoubec1m,PROFESOR
7745160839,CARNET_U,_-rashe1n,PROFESOR
4873019753,CARNET_U,_-jmudge1o,PROFESOR
